state,constituency,winner,party,gender,criminal cases,age,category,education,assets,liabilities,total electors,balance assets,total_cons_per_state,total_voters_per_state,total_voters_per_cons
Bihar,GAYA (SC),1,JD(U),1,3,55.0,SC,6,12766141.0,3148932.0,1704596,9617209.0,218,384468939,11
Bihar,GAYA (SC),0,HAMS,1,3,73.0,SC,7,3594156.0,61622.0,1704596,3532534.0,218,384468939,11
Bihar,GAYA (SC),0,JDR,1,0,49.0,SC,8,4545813.0,559100.0,1704596,3986713.0,218,384468939,11
Bihar,GAYA (SC),0,APoI,1,1,61.0,SC,8,4080034.0,0.0,1704596,4080034.0,218,384468939,11
Bihar,GAYA (SC),0,MOSP,1,0,27.0,SC,8,414000.0,0.0,1704596,414000.0,218,384468939,11
Bihar,GAYA (SC),0,MADP,1,0,46.0,SC,6,3534000.0,218000.0,1704596,3316000.0,218,384468939,11
Bihar,GAYA (SC),0,BSP,1,0,48.0,SC,7,1822000.0,166454.0,1704596,1655546.0,218,384468939,11
Bihar,GAYA (SC),0,AJPR,1,0,38.0,SC,4,986000.0,500000.0,1704596,486000.0,218,384468939,11
Bihar,GAYA (SC),0,PMP,1,0,53.0,SC,7,8191437.0,3840400.0,1704596,4351037.0,218,384468939,11
Bihar,GAYA (SC),0,PPID,1,0,49.0,SC,7,135315.0,0.0,1704596,135315.0,218,384468939,11
Bihar,GAYA (SC),0,BBMP,1,0,52.0,SC,4,1694622.0,0.0,1704596,1694622.0,218,384468939,11
West Bengal,GHATAL,1,AITC,1,0,36.0,GENERAL,5,317320579.0,7879681.0,1800002,309440898.0,173,288147109,4
West Bengal,GHATAL,0,BJP,0,11,56.0,GENERAL,8,180138687.0,7339380.0,1800002,172799307.0,173,288147109,4
West Bengal,GHATAL,0,CPI(M),1,0,63.0,GENERAL,6,2754951.0,0.0,1800002,2754951.0,173,288147109,4
West Bengal,GHATAL,0,INC,1,0,33.0,GENERAL,8,11446716.0,0.0,1800002,11446716.0,173,288147109,4
Uttar Pradesh,GHAZIABAD,1,BJP,1,2,67.0,GENERAL,9,56545702.0,0.0,2728978,56545702.0,251,458868319,3
Uttar Pradesh,GHAZIABAD,0,SP,1,0,76.0,GENERAL,8,138522059.0,17300000.0,2728978,121222059.0,251,458868319,3
Uttar Pradesh,GHAZIABAD,0,INC,0,0,34.0,GENERAL,8,21001366.0,0.0,2728978,21001366.0,251,458868319,3
Uttar Pradesh,GHAZIPUR,1,BSP,1,5,65.0,GENERAL,8,137938756.0,0.0,1881077,137938756.0,251,458868319,4
Uttar Pradesh,GHAZIPUR,0,BJP,1,0,59.0,GENERAL,7,45285263.0,6116500.0,1881077,39168763.0,251,458868319,4
Uttar Pradesh,GHAZIPUR,0,SBSP,1,0,59.0,GENERAL,7,18257859.0,307100.0,1881077,17950759.0,251,458868319,4
Uttar Pradesh,GHAZIPUR,0,INC,1,1,46.0,GENERAL,7,15733302.0,6807639.0,1881077,8925663.0,251,458868319,4
Uttar Pradesh,GHOSI,1,BSP,1,13,36.0,GENERAL,7,66536025.0,3454591.0,1991651,63081434.0,251,458868319,5
Uttar Pradesh,GHOSI,0,BJP,1,0,78.0,GENERAL,1,34341628.0,2800000.0,1991651,31541628.0,251,458868319,5
Uttar Pradesh,GHOSI,0,SBSP,1,0,53.0,GENERAL,4,10613500.0,0.0,1991651,10613500.0,251,458868319,5
Uttar Pradesh,GHOSI,0,INC,1,2,70.0,GENERAL,8,11158421.0,673100.0,1991651,10485321.0,251,458868319,5
Uttar Pradesh,GHOSI,0,CPI(M),1,0,64.0,GENERAL,7,10411346.0,74745.0,1991651,10336601.0,251,458868319,5
Jharkhand,GIRIDIH,1,AJSUP,1,2,50.0,GENERAL,7,13456889.0,1330000.0,1649413,12126889.0,65,100839587,2
Jharkhand,GIRIDIH,0,JMM,1,3,52.0,GENERAL,4,19570591.0,8156343.0,1649413,11414248.0,65,100839587,2
Jharkhand,GODDA,1,BJP,1,4,47.0,GENERAL,9,462757500.0,0.0,1716766,462757500.0,65,100839587,5
Jharkhand,GODDA,0,JVM,1,13,53.0,GENERAL,7,14197149.0,0.0,1716766,14197149.0,65,100839587,5
Jharkhand,GODDA,0,BSP,1,0,46.0,GENERAL,9,873613.0,0.0,1716766,873613.0,65,100839587,5
Jharkhand,GODDA,0,IND,1,0,82.0,GENERAL,8,680000.0,0.0,1716766,680000.0,65,100839587,5
Jharkhand,GODDA,0,IND,1,1,36.0,GENERAL,8,410031.0,0.0,1716766,410031.0,65,100839587,5
Uttar Pradesh,GONDA,1,BJP,1,0,53.0,GENERAL,8,232735285.0,23201603.0,1770248,209533682.0,251,458868319,3
Uttar Pradesh,GONDA,0,SP,1,4,52.0,GENERAL,6,26080396.0,3500000.0,1770248,22580396.0,251,458868319,3
Uttar Pradesh,GONDA,0,INC,0,0,62.0,GENERAL,6,157585039.0,50520999.0,1770248,107064040.0,251,458868319,3
Bihar,GOPALGANJ (SC),1,JD(U),1,0,61.0,SC,8,32739903.0,3576376.0,1839514,29163527.0,218,384468939,6
Bihar,GOPALGANJ (SC),0,RJD,1,1,41.0,SC,7,8195606.0,21600.0,1839514,8174006.0,218,384468939,6
Bihar,GOPALGANJ (SC),0,BSP,1,0,29.0,SC,8,200000.0,0.0,1839514,200000.0,218,384468939,6
Bihar,GOPALGANJ (SC),0,IND,1,0,40.0,SC,7,6959365.0,0.0,1839514,6959365.0,218,384468939,6
Bihar,GOPALGANJ (SC),0,IND,1,3,46.0,SC,1,4069000.0,50000.0,1839514,4019000.0,218,384468939,6
Bihar,GOPALGANJ (SC),0,IND,1,0,44.0,SC,7,11019000.0,0.0,1839514,11019000.0,218,384468939,6
Uttar Pradesh,GORAKHPUR,1,BJP,1,0,51.0,GENERAL,6,208494688.0,17711043.0,1981197,190783645.0,251,458868319,3
Uttar Pradesh,GORAKHPUR,0,SP,1,7,58.0,GENERAL,7,39717782.0,2100000.0,1981197,37617782.0,251,458868319,3
Uttar Pradesh,GORAKHPUR,0,INC,1,1,64.0,GENERAL,7,57660121.0,2638815.0,1981197,55021306.0,251,458868319,3
Karnataka,GULBARGA,1,BJP,1,0,60.0,SC,8,37490597.0,0.0,1945765,37490597.0,72,131214920,2
Karnataka,GULBARGA,0,INC,1,0,77.0,SC,7,157722896.0,3122000.0,1945765,154600896.0,72,131214920,2
Madhya Pradesh,GUNA,1,BJP,1,0,43.0,GENERAL,7,16266408.0,494053.0,1675724,15772355.0,93,165541098,3
Madhya Pradesh,GUNA,0,INC,1,0,48.0,GENERAL,8,3745618745.0,2900000.0,1675724,3742718745.0,93,165541098,3
Madhya Pradesh,GUNA,0,BSP,1,3,41.0,GENERAL,8,128273308.0,55970713.0,1675724,72302595.0,93,165541098,3
Andhra Pradesh,GUNTUR,1,TDP,1,0,53.0,GENERAL,7,3051485242.0,203452417.0,1706119,2848032825.0,101,159256762,4
Andhra Pradesh,GUNTUR,0,YSRCP,1,3,52.0,GENERAL,7,137466129.0,1675274.0,1706119,135790855.0,101,159256762,4
Andhra Pradesh,GUNTUR,0,JnP,1,1,50.0,GENERAL,4,32876690.0,12482935.0,1706119,20393755.0,101,159256762,4
Andhra Pradesh,GUNTUR,0,INC,1,1,53.0,GENERAL,8,62806111.0,0.0,1706119,62806111.0,101,159256762,4
Punjab,GURDASPUR,1,BJP,1,0,59.0,GENERAL,5,871925679.0,534644785.0,1595284,337280894.0,53,85100123,4
Punjab,GURDASPUR,0,INC,1,0,65.0,GENERAL,8,251762701.0,0.0,1595284,251762701.0,53,85100123,4
Punjab,GURDASPUR,0,AAP,1,0,37.0,GENERAL,6,2768778.0,777377.0,1595284,1991401.0,53,85100123,4
Punjab,GURDASPUR,0,RMPOI,1,0,49.0,GENERAL,4,406299.0,25000.0,1595284,381299.0,53,85100123,4
Haryana,GURGAON,1,BJP,1,0,69.0,GENERAL,7,420970754.0,31500000.0,2150728,389470754.0,41,73370373,3
Haryana,GURGAON,0,INC,1,0,60.0,GENERAL,7,274817503.0,10612632.0,2150728,264204871.0,41,73370373,3
Haryana,GURGAON,0,BSP,1,0,58.0,GENERAL,7,459317500.0,84082104.0,2150728,375235396.0,41,73370373,3
Madhya Pradesh,GWALIOR,1,BJP,1,0,71.0,GENERAL,7,58911673.0,0.0,2000744,58911673.0,93,165541098,3
Madhya Pradesh,GWALIOR,0,INC,1,0,56.0,GENERAL,7,371815574.0,64526891.0,2000744,307288683.0,93,165541098,3
Madhya Pradesh,GWALIOR,0,BSP,0,0,50.0,GENERAL,4,1434500.0,0.0,2000744,1434500.0,93,165541098,3
Bihar,HAJIPUR (SC),1,LJP,1,1,66.0,SC,7,62834200.0,6744375.0,1823664,56089825.0,218,384468939,6
Bihar,HAJIPUR (SC),0,RJD,1,3,49.0,SC,7,18630915.0,4997011.0,1823664,13633904.0,218,384468939,6
Bihar,HAJIPUR (SC),0,IND,1,0,32.0,SC,6,27000.0,0.0,1823664,27000.0,218,384468939,6
Bihar,HAJIPUR (SC),0,IND,1,0,33.0,SC,6,1205263.0,47000.0,1823664,1158263.0,218,384468939,6
Bihar,HAJIPUR (SC),0,BSP,1,0,47.0,SC,4,11021433.0,1500000.0,1823664,9521433.0,218,384468939,6
Bihar,HAJIPUR (SC),0,BJKVP,1,0,41.0,SC,1,1082600.0,0.0,1823664,1082600.0,218,384468939,6
Himachal Pradesh,HAMIRPUR,1,BJP,1,3,44.0,GENERAL,7,56770463.0,1085145.0,1362269,55685318.0,9,11941770,6
Uttar Pradesh,HAMIRPUR,1,BJP,1,4,45.0,GENERAL,8,167159924.0,35502582.0,1749100,131657342.0,251,458868319,6
Uttar Pradesh,HAMIRPUR,0,BSP,1,0,42.0,GENERAL,7,161787422.0,22026230.0,1749100,139761192.0,251,458868319,6
Himachal Pradesh,HAMIRPUR,0,INC,1,0,68.0,GENERAL,7,34888616.0,0.0,1362269,34888616.0,9,11941770,6
Uttar Pradesh,HAMIRPUR,0,INC,1,0,64.0,GENERAL,8,28424501.0,15460966.0,1749100,12963535.0,251,458868319,6
Uttar Pradesh,HAMIRPUR,0,IND,1,1,43.0,GENERAL,7,123746239.0,12041195.0,1749100,111705044.0,251,458868319,6
Uttar Pradesh,HARDOI,1,BJP,1,0,61.0,SC,7,234032624.0,2615368.0,1807119,231417256.0,251,458868319,3
Uttar Pradesh,HARDOI,0,SP,0,0,55.0,SC,8,42403277.0,1060839.0,1807119,41342438.0,251,458868319,3
Uttar Pradesh,HARDOI,0,INC,1,0,46.0,SC,7,12864500.0,14762567.0,1807119,-1898067.0,251,458868319,3
Uttarakhand,HARDWAR,1,BJP,1,0,59.0,GENERAL,9,28739888.0,16444.0,1840738,28723444.0,14,22213158,3
Uttarakhand,HARDWAR,0,INC,1,0,70.0,GENERAL,8,8548506.0,0.0,1840738,8548506.0,14,22213158,3
Uttarakhand,HARDWAR,0,BSP,1,0,60.0,GENERAL,7,869094791.0,278877123.0,1840738,590217668.0,14,22213158,3
Karnataka,HASSAN,1,JD(S),1,0,28.0,GENERAL,7,97848632.0,37253210.0,1652999,60595422.0,72,131214920,3
Karnataka,HASSAN,0,BJP,1,0,60.0,GENERAL,7,231571214.0,28860107.0,1652999,202711107.0,72,131214920,3
Karnataka,HASSAN,0,BSP,1,0,29.0,SC,6,1290000.0,38000.0,1652999,1252000.0,72,131214920,3
Uttar Pradesh,HATHRAS,1,BJP,1,0,61.0,SC,6,14930000.0,0.0,1864320,14930000.0,251,458868319,3
Uttar Pradesh,HATHRAS,0,SP,1,2,68.0,SC,7,20654961.0,0.0,1864320,20654961.0,251,458868319,3
Uttar Pradesh,HATHRAS,0,INC,1,0,71.0,SC,7,118225490.0,9510364.0,1864320,108715126.0,251,458868319,3
Maharashtra,HATKANANGLE,1,SHS,1,0,38.0,GENERAL,7,47771462.0,41599959.0,1776555,6171503.0,175,321123079,3
Maharashtra,HATKANANGLE,0,SWP,1,15,51.0,GENERAL,4,24421392.0,774059.0,1776555,23647333.0,175,321123079,3
Maharashtra,HATKANANGLE,0,VBA,1,0,56.0,GENERAL,2,23211678.0,3782280.0,1776555,19429398.0,175,321123079,3
Karnataka,HAVERI,1,BJP,1,0,52.0,GENERAL,6,718499195.0,165566495.0,1708510,552932700.0,72,131214920,2
Karnataka,HAVERI,0,INC,1,0,72.0,GENERAL,7,53424424.0,2574740.0,1708510,50849684.0,72,131214920,2
Jharkhand,HAZARIBAGH,1,BJP,1,0,55.0,GENERAL,8,770749002.0,193271437.0,1667465,577477565.0,65,100839587,5
Jharkhand,HAZARIBAGH,0,INC,1,0,74.0,GENERAL,7,346174281.0,21867709.0,1667465,324306572.0,65,100839587,5
Jharkhand,HAZARIBAGH,0,CPI(M),1,1,73.0,GENERAL,6,38958977.0,0.0,1667465,38958977.0,65,100839587,5
Jharkhand,HAZARIBAGH,0,IND,1,1,42.0,GENERAL,7,2876762.0,60000.0,1667465,2816762.0,65,100839587,5
Jharkhand,HAZARIBAGH,0,IND,1,0,34.0,GENERAL,6,1790000.0,0.0,1667465,1790000.0,65,100839587,5
Andhra Pradesh,HINDUPUR,1,YSRCP,1,2,50.0,GENERAL,7,1787356.0,730332.0,1578218,1057024.0,101,159256762,4
Andhra Pradesh,HINDUPUR,0,TDP,1,4,63.0,GENERAL,7,51375301.0,1011804.0,1578218,50363497.0,101,159256762,4
Andhra Pradesh,HINDUPUR,0,INC,1,1,41.0,GENERAL,8,43462500.0,8128000.0,1578218,35334500.0,101,159256762,4
Andhra Pradesh,HINDUPUR,0,BJP,1,2,60.0,GENERAL,7,357849990.0,106820000.0,1578218,251029990.0,101,159256762,4
Maharashtra,HINGOLI,1,SHS,1,0,48.0,GENERAL,7,18594458.0,1299983.0,1733729,17294475.0,175,321123079,4
Maharashtra,HINGOLI,0,INC,1,1,56.0,GENERAL,4,99463540.0,8059000.0,1733729,91404540.0,175,321123079,4
Maharashtra,HINGOLI,0,VBA,1,0,60.0,GENERAL,8,11050000.0,800000.0,1733729,10250000.0,175,321123079,4
Maharashtra,HINGOLI,0,IND,1,0,44.0,GENERAL,8,107000.0,0.0,1733729,107000.0,175,321123079,4
Haryana,HISAR,1,BJP,1,0,46.0,GENERAL,8,146408734.0,27225637.0,1631817,119183097.0,41,73370373,4
Haryana,HISAR,0,JNJP,1,0,31.0,GENERAL,8,769452859.0,68331773.0,1631817,701121086.0,41,73370373,4
Haryana,HISAR,0,INC,1,0,26.0,GENERAL,8,37990209.0,17978516.0,1631817,20011693.0,41,73370373,4
Haryana,HISAR,0,BSP,1,0,58.0,GENERAL,4,11653061.0,0.0,1631817,11653061.0,41,73370373,4
West Bengal,HOOGHLY,1,BJP,0,14,45.0,GENERAL,7,35655698.0,0.0,1766601,35655698.0,173,288147109,4
West Bengal,HOOGHLY,0,AITC,0,0,70.0,GENERAL,7,34779481.0,0.0,1766601,34779481.0,173,288147109,4
West Bengal,HOOGHLY,0,CPI(M),1,1,54.0,SC,6,1675744.0,0.0,1766601,1675744.0,173,288147109,4
West Bengal,HOOGHLY,0,INC,1,1,57.0,SC,6,1789324.0,0.0,1766601,1789324.0,173,288147109,4
Madhya Pradesh,HOSHANGABAD,1,BJP,1,1,54.0,GENERAL,7,154783105.0,9103300.0,1706141,145679805.0,93,165541098,3
Madhya Pradesh,HOSHANGABAD,0,INC,1,0,39.0,GENERAL,7,15964904.0,1399664.0,1706141,14565240.0,93,165541098,3
Madhya Pradesh,HOSHANGABAD,0,BSP,1,0,68.0,SC,8,18320269.0,300000.0,1706141,18020269.0,93,165541098,3
Punjab,HOSHIARPUR,1,BJP,1,0,70.0,SC,8,29404519.0,0.0,1597500,29404519.0,53,85100123,4
Punjab,HOSHIARPUR,0,INC,1,0,49.0,SC,8,146589292.0,63299925.0,1597500,83289367.0,53,85100123,4
Punjab,HOSHIARPUR,0,BSP,1,0,68.0,SC,7,20242482.0,530702.0,1597500,19711780.0,53,85100123,4
Punjab,HOSHIARPUR,0,AAP,1,1,42.0,SC,7,32729653.0,6160003.0,1597500,26569650.0,53,85100123,4
West Bengal,HOWRAH,1,AITC,1,1,64.0,GENERAL,7,13216066.0,0.0,1633925,13216066.0,173,288147109,4
West Bengal,HOWRAH,0,BJP,1,0,60.0,GENERAL,8,5604890.0,0.0,1633925,5604890.0,173,288147109,4
West Bengal,HOWRAH,0,CPI(M),1,0,44.0,GENERAL,7,1945900.0,0.0,1633925,1945900.0,173,288147109,4
West Bengal,HOWRAH,0,INC,0,0,61.0,GENERAL,7,4706143.0,0.0,1633925,4706143.0,173,288147109,4
Telangana,HYDERABAD,1,AIMIM,1,5,49.0,GENERAL,7,179044376.0,120500000.0,1957931,58544376.0,74,127212819,4
Telangana,HYDERABAD,0,BJP,1,3,67.0,GENERAL,7,8626993.0,4839.0,1957931,8622154.0,74,127212819,4
Telangana,HYDERABAD,0,TRS,1,0,46.0,GENERAL,7,30700000.0,10400000.0,1957931,20300000.0,74,127212819,4
Telangana,HYDERABAD,0,INC,1,0,46.0,GENERAL,6,7470000.0,0.0,1957931,7470000.0,74,127212819,4
Kerala,IDUKKI,1,INC,1,204,37.0,GENERAL,8,13395011.0,10000000.0,1204191,3395011.0,63,82698658,3
Kerala,IDUKKI,0,IND,1,9,49.0,GENERAL,8,16306010.0,3169941.0,1204191,13136069.0,63,82698658,3
Kerala,IDUKKI,0,BDJS,1,0,49.0,GENERAL,7,16347063.0,1789000.0,1204191,14558063.0,63,82698658,3
Madhya Pradesh,INDORE,1,BJP,1,2,57.0,GENERAL,7,59038508.0,2106382.0,2350580,56932126.0,93,165541098,2
Madhya Pradesh,INDORE,0,INC,1,4,58.0,GENERAL,7,251892330.0,51105911.0,2350580,200786419.0,93,165541098,2
Manipur,INNER MANIPUR,1,BJP,1,0,67.0,GENERAL,9,19616174.0,0.0,937464,19616174.0,10,9797815,5
Manipur,INNER MANIPUR,0,INC,1,1,59.0,GENERAL,8,17867003.0,1401257.0,937464,16465746.0,10,9797815,5
Manipur,INNER MANIPUR,0,CPI(M),1,0,69.0,GENERAL,7,3558822.0,5589692.0,937464,-2030870.0,10,9797815,5
Manipur,INNER MANIPUR,0,IND,1,0,40.0,GENERAL,4,3002505.0,630405.0,937464,2372100.0,10,9797815,5
Manipur,INNER MANIPUR,0,NEINDP,1,0,59.0,GENERAL,7,5266941.0,2963600.0,937464,2303341.0,10,9797815,5
Madhya Pradesh,JABALPUR,1,BJP,1,1,56.0,GENERAL,7,43134351.0,1387000.0,1819893,41747351.0,93,165541098,3
Madhya Pradesh,JABALPUR,0,INC,1,0,63.0,GENERAL,7,669118888.0,11015354.0,1819893,658103534.0,93,165541098,3
Madhya Pradesh,JABALPUR,0,BSP,1,0,78.0,SC,8,520000.0,0.0,1819893,520000.0,93,165541098,3
West Bengal,JADAVPUR,1,AITC,0,0,30.0,GENERAL,7,24398786.0,1900788.0,1816857,22497998.0,173,288147109,3
West Bengal,JADAVPUR,0,BJP,1,0,37.0,GENERAL,9,13431986.0,0.0,1816857,13431986.0,173,288147109,3
West Bengal,JADAVPUR,0,CPI(M),1,0,68.0,GENERAL,7,120034163.0,24358926.0,1816857,95675237.0,173,288147109,3
Odisha,JAGATSINGHPUR,1,BJD,0,0,54.0,SC,7,40023972.0,1433305.0,1643595,38590667.0,73,112683114,3
Odisha,JAGATSINGHPUR,0,BJP,1,0,55.0,SC,8,5405384.0,550000.0,1643595,4855384.0,73,112683114,3
Odisha,JAGATSINGHPUR,0,INC,0,0,56.0,SC,8,2889737.0,275000.0,1643595,2614737.0,73,112683114,3
Bihar,JAHANABAD,1,JD(U),1,3,68.0,GENERAL,4,139271693.0,0.0,1588454,139271693.0,218,384468939,7
Bihar,JAHANABAD,0,RJD,1,8,60.0,GENERAL,8,87352346.0,3063057.0,1588454,84289289.0,218,384468939,7
Bihar,JAHANABAD,0,RSPSR,1,3,60.0,GENERAL,9,69473960.0,1115692.0,1588454,68358268.0,218,384468939,7
Bihar,JAHANABAD,0,CPI(ML)(L),0,5,54.0,GENERAL,1,415800.0,0.0,1588454,415800.0,218,384468939,7
Bihar,JAHANABAD,0,BSP,1,3,38.0,GENERAL,6,36929975.0,698096.0,1588454,36231879.0,218,384468939,7
Bihar,JAHANABAD,0,PPID,1,0,38.0,GENERAL,7,2553613.0,0.0,1588454,2553613.0,218,384468939,7
Bihar,JAHANABAD,0,ravp,1,1,68.0,GENERAL,9,912002858.0,1292562.0,1588454,910710296.0,218,384468939,7
Rajasthan,JAIPUR,1,BJP,1,0,61.0,GENERAL,6,165322707.0,22000000.0,2127021,143322707.0,74,144688084,2
Rajasthan,JAIPUR,0,INC,0,0,44.0,GENERAL,9,7959622.0,2150000.0,2127021,5809622.0,74,144688084,2
Rajasthan,JAIPUR RURAL,1,BJP,1,0,49.0,GENERAL,7,127808070.0,0.0,1952542,127808070.0,74,144688084,2
Rajasthan,JAIPUR RURAL,0,INC,0,0,41.0,GENERAL,7,35999524.0,4327330.0,1952542,31672194.0,74,144688084,2
Odisha,JAJPUR,1,BJD,0,0,45.0,SC,8,15837082.0,0.0,1475007,15837082.0,73,112683114,3
Odisha,JAJPUR,0,BJP,1,1,61.0,SC,4,24585630.0,1246347.0,1475007,23339283.0,73,112683114,3
Odisha,JAJPUR,0,INC,1,0,50.0,SC,8,13861925.0,2760000.0,1475007,11101925.0,73,112683114,3
Punjab,JALANDHAR,1,INC,1,0,72.0,SC,7,99925185.0,2534363.0,1617018,97390822.0,53,85100123,4
Punjab,JALANDHAR,0,SAD,1,0,82.0,SC,7,38633246.0,2297303.0,1617018,36335943.0,53,85100123,4
Punjab,JALANDHAR,0,BSP,1,0,40.0,SC,8,1048289.0,32500.0,1617018,1015789.0,53,85100123,4
Punjab,JALANDHAR,0,AAP,1,0,69.0,SC,7,54583193.0,969208.0,1617018,53613985.0,53,85100123,4
Uttar Pradesh,JALAUN,1,BJP,1,1,60.0,SC,8,10699516.0,12265.0,1933358,10687251.0,251,458868319,4
Uttar Pradesh,JALAUN,0,BSP,1,0,46.0,SC,6,19137271.0,661326.0,1933358,18475945.0,251,458868319,4
Uttar Pradesh,JALAUN,0,INC,1,0,56.0,SC,8,35424896.0,4343988.0,1933358,31080908.0,251,458868319,4
Uttar Pradesh,JALAUN,0,RSOSP,1,0,55.0,SC,6,33942093.0,1500000.0,1933358,32442093.0,251,458868319,4
Maharashtra,JALGAON,1,BJP,1,1,40.0,GENERAL,7,12324604.0,2529954.0,1931400,9794650.0,175,321123079,3
Maharashtra,JALGAON,0,NCP,1,2,63.0,GENERAL,4,50652517.0,8552661.0,1931400,42099856.0,175,321123079,3
Maharashtra,JALGAON,0,VBA,0,0,50.0,GENERAL,7,20388746.0,3665000.0,1931400,16723746.0,175,321123079,3
Maharashtra,JALNA,0,BJP,1,2,65.0,GENERAL,7,229557992.0,2400000.0,1867220,227157992.0,175,321123079,3
Maharashtra,JALNA,0,INC,1,3,50.0,GENERAL,6,278237603.0,15678811.0,1867220,262558792.0,175,321123079,3
Maharashtra,JALNA,0,VBA,1,2,65.0,GENERAL,8,23282500.0,0.0,1867220,23282500.0,175,321123079,3
Rajasthan,JALORE,1,BJP,1,0,42.0,GENERAL,4,88332292.0,60936530.0,2071244,27395762.0,74,144688084,2
Rajasthan,JALORE,0,INC,1,0,44.0,GENERAL,6,23361271.0,4544357.0,2071244,18816914.0,74,144688084,2
West Bengal,JALPAIGURI,1,BJP,1,0,51.0,SC,7,11625047.0,1352581.0,1735464,10272466.0,173,288147109,4
West Bengal,JALPAIGURI,0,AITC,1,0,62.0,SC,8,14612159.0,0.0,1735464,14612159.0,173,288147109,4
West Bengal,JALPAIGURI,0,CPI(M),1,0,62.0,SC,8,30818307.0,0.0,1735464,30818307.0,173,288147109,4
West Bengal,JALPAIGURI,0,INC,1,0,61.0,SC,6,7011294.0,300000.0,1735464,6711294.0,173,288147109,4
Jammu & Kashmir,JAMMU,1,BJP,1,0,56.0,GENERAL,4,56481801.0,350040219.0,2047302,-293558418.0,28,36030136,2
Jammu & Kashmir,JAMMU,0,INC,1,0,56.0,GENERAL,7,59272009.0,6805874.0,2047302,52466135.0,28,36030136,2
Gujarat,JAMNAGAR,1,BJP,0,0,44.0,GENERAL,7,427331034.0,98632194.0,1657166,328698840.0,69,119028011,2
Gujarat,JAMNAGAR,0,INC,1,1,60.0,GENERAL,7,290828040.0,43838249.0,1657166,246989791.0,69,119028011,2
Jharkhand,JAMSHEDPUR,1,BJP,1,3,56.0,GENERAL,6,27750671.0,2961830.0,1703279,24788841.0,65,100839587,2
Jharkhand,JAMSHEDPUR,0,JMM,1,1,62.0,ST,4,22822491.0,7650059.0,1703279,15172432.0,65,100839587,2
Bihar,JAMUI (SC),1,LJP,1,1,37.0,SC,7,18466066.0,0.0,1718814,18466066.0,218,384468939,6
Bihar,JAMUI (SC),0,BLSP,1,3,56.0,SC,7,17723000.0,1500000.0,1718814,16223000.0,218,384468939,6
Bihar,JAMUI (SC),0,BSP,1,0,40.0,SC,5,0.0,0.0,1718814,0.0,218,384468939,6
Bihar,JAMUI (SC),0,IND,1,0,51.0,SC,7,1770000.0,0.0,1718814,1770000.0,218,384468939,6
Bihar,JAMUI (SC),0,IND,1,0,60.0,SC,7,21537694.0,555000.0,1718814,20982694.0,218,384468939,6
Bihar,JAMUI (SC),0,BMUP,0,0,32.0,SC,7,8810000.0,0.0,1718814,8810000.0,218,384468939,6
West Bengal,JANGIPUR,1,AITC,1,0,58.0,GENERAL,7,368306705.0,2248968.0,1616213,366057737.0,173,288147109,5
West Bengal,JANGIPUR,0,BJP,0,2,48.0,GENERAL,7,2408235.0,0.0,1616213,2408235.0,173,288147109,5
West Bengal,JANGIPUR,0,INC,1,0,59.0,GENERAL,7,143350474.0,30421037.0,1616213,112929437.0,173,288147109,5
West Bengal,JANGIPUR,0,CPI(M),1,0,53.0,GENERAL,8,8664555.0,1300000.0,1616213,7364555.0,173,288147109,5
West Bengal,JANGIPUR,0,WPOI,1,0,65.0,GENERAL,9,9770000.0,0.0,1616213,9770000.0,173,288147109,5
Chhattisgarh,JANJGIR-CHAMPA,1,BJP,1,0,52.0,SC,7,18400837.0,0.0,1897134,18400837.0,38,63568103,3
Chhattisgarh,JANJGIR-CHAMPA,0,INC,1,0,42.0,SC,7,15316449.0,744582.0,1897134,14571867.0,38,63568103,3
Chhattisgarh,JANJGIR-CHAMPA,0,BSP,1,0,60.0,SC,8,18596521.0,1970757.0,1897134,16625764.0,38,63568103,3
Uttar Pradesh,JAUNPUR,1,BSP,1,0,65.0,GENERAL,8,140717620.0,3577000.0,1867976,137140620.0,251,458868319,3
Uttar Pradesh,JAUNPUR,0,BJP,1,0,42.0,GENERAL,9,113972361.0,1751674.0,1867976,112220687.0,251,458868319,3
Uttar Pradesh,JAUNPUR,0,INC,1,0,48.0,GENERAL,7,510960626.0,12512381.0,1867976,498448245.0,251,458868319,3
West Bengal,JAYNAGAR,1,AITC,0,0,53.0,SC,8,27471675.0,0.0,1648355,27471675.0,173,288147109,5
West Bengal,JAYNAGAR,0,BJP,1,0,43.0,SC,7,28492070.0,2081000.0,1648355,26411070.0,173,288147109,5
West Bengal,JAYNAGAR,0,RSP,1,0,67.0,SC,7,4045301.0,0.0,1648355,4045301.0,173,288147109,5
West Bengal,JAYNAGAR,0,SUCI(C),1,2,64.0,SC,3,155500.0,0.0,1648355,155500.0,173,288147109,5
West Bengal,JAYNAGAR,0,INC,1,0,50.0,SC,8,3662000.0,60000.0,1648355,3602000.0,173,288147109,5
Rajasthan,JHALAWAR-BARAN,1,BJP,1,0,48.0,GENERAL,8,370432373.0,85824156.0,1903870,284608217.0,74,144688084,2
Rajasthan,JHALAWAR-BARAN,0,INC,1,4,48.0,GENERAL,7,15574521.0,1994024.0,1903870,13580497.0,74,144688084,2
