state,constituency,winner,party,gender,criminal cases,age,category,education,assets,liabilities,total electors,balance assets,total_cons_per_state,total_voters_per_state,total_voters_per_cons
Madhya Pradesh,CHHINDWARA,0,BJP,1,0,57.0,ST,4,9006200.0,236000.0,1514783,8770200.0,93,165541098,4
Madhya Pradesh,CHHINDWARA,0,ABGP,1,2,56.0,ST,8,6264000.0,2075000.0,1514783,4189000.0,93,165541098,4
Madhya Pradesh,CHHINDWARA,0,BSP,1,0,45.0,SC,4,3361876.0,0.0,1514783,3361876.0,93,165541098,4
Gujarat,CHHOTA UDAIPUR,1,BJP,0,0,47.0,ST,6,8634660.0,0.0,1671253,8634660.0,69,119028011,3
Gujarat,CHHOTA UDAIPUR,0,INC,1,0,53.0,ST,7,34721898.0,3769537.0,1671253,30952361.0,69,119028011,3
Gujarat,CHHOTA UDAIPUR,0,BSP,1,0,48.0,ST,1,880000.0,500000.0,1671253,380000.0,69,119028011,3
Tamil Nadu,CHIDAMBARAM,1,VCK,1,3,56.0,SC,9,9244092.0,394248.0,1480222,8849844.0,189,291486662,5
Tamil Nadu,CHIDAMBARAM,0,AIADMK,1,0,46.0,SC,8,27182370.0,5873380.0,1480222,21308990.0,189,291486662,5
Tamil Nadu,CHIDAMBARAM,0,IND,1,0,55.0,SC,9,14672869.0,5800000.0,1480222,8872869.0,189,291486662,5
Tamil Nadu,CHIDAMBARAM,0,NTK,1,0,35.0,SC,5,0.0,0.0,1480222,0.0,189,291486662,5
Tamil Nadu,CHIDAMBARAM,0,MNM,1,0,49.0,SC,5,2864000.0,500000.0,1480222,2364000.0,189,291486662,5
Karnataka,CHIKKBALLAPUR,1,BJP,1,0,76.0,GENERAL,7,1153501141.0,0.0,1808780,1153501141.0,72,131214920,4
Karnataka,CHIKKBALLAPUR,0,INC,1,0,79.0,GENERAL,7,234515884.0,104316683.0,1808780,130199201.0,72,131214920,4
Karnataka,CHIKKBALLAPUR,0,BSP,1,0,65.0,GENERAL,8,40844395.0,0.0,1808780,40844395.0,72,131214920,4
Karnataka,CHIKKBALLAPUR,0,CPI(M),0,3,48.0,GENERAL,6,969310.0,0.0,1808780,969310.0,72,131214920,4
Karnataka,CHIKKODI,1,BJP,1,0,55.0,GENERAL,6,344922831.0,195595693.0,1612556,149327138.0,72,131214920,3
Karnataka,CHIKKODI,0,INC,1,0,72.0,GENERAL,4,192138555.0,3881000.0,1612556,188257555.0,72,131214920,3
Karnataka,CHIKKODI,0,BSP,1,0,49.0,SC,3,186398.0,0.0,1612556,186398.0,72,131214920,3
Karnataka,CHITRADURGA,1,BJP,1,0,62.0,SC,7,96197642.0,0.0,1760633,96197642.0,72,131214920,2
Karnataka,CHITRADURGA,0,INC,1,0,64.0,SC,8,48222730.0,0.0,1760633,48222730.0,72,131214920,2
Andhra Pradesh,CHITTOOR,1,YSRCP,1,0,68.0,SC,8,17355862.0,1341542.0,1566499,16014320.0,101,159256762,4
Andhra Pradesh,CHITTOOR,0,TDP,1,0,67.0,SC,7,69628816.0,0.0,1566499,69628816.0,101,159256762,4
Andhra Pradesh,CHITTOOR,0,INC,1,0,60.0,SC,7,12832000.0,0.0,1566499,12832000.0,101,159256762,4
Andhra Pradesh,CHITTOOR,0,BSP,1,4,45.0,SC,5,30323800.0,21635686.0,1566499,8688114.0,101,159256762,4
Rajasthan,CHITTORGARH,1,BJP,1,0,43.0,GENERAL,7,19725115.0,100000.0,2015911,19625115.0,74,144688084,2
Rajasthan,CHITTORGARH,0,INC,1,0,68.0,GENERAL,7,4594912.0,0.0,2015911,4594912.0,74,144688084,2
Rajasthan,CHURU,1,BJP,1,0,42.0,GENERAL,7,36723865.0,15163379.0,2019104,21560486.0,74,144688084,4
Rajasthan,CHURU,0,INC,1,3,58.0,GENERAL,4,582281544.0,464721999.0,2019104,117559545.0,74,144688084,4
Rajasthan,CHURU,0,CPI(M),1,12,41.0,GENERAL,7,3668789.0,1415622.0,2019104,2253167.0,74,144688084,4
Rajasthan,CHURU,0,BSP,1,0,57.0,GENERAL,6,18103000.0,795000.0,2019104,17308000.0,74,144688084,4
Tamil Nadu,COIMBATORE,1,CPI(M),1,1,68.0,GENERAL,6,20284430.0,3234168.0,1958904,17050262.0,189,291486662,5
Tamil Nadu,COIMBATORE,0,BJP,1,0,61.0,GENERAL,7,671140166.0,23686000.0,1958904,647454166.0,189,291486662,5
Tamil Nadu,COIMBATORE,0,MNM,1,0,55.0,GENERAL,8,1333052340.0,115756111.0,1958904,1217296229.0,189,291486662,5
Tamil Nadu,COIMBATORE,0,NTK,1,0,36.0,GENERAL,8,855083.0,0.0,1958904,855083.0,189,291486662,5
Tamil Nadu,COIMBATORE,0,IND,1,3,68.0,GENERAL,6,300815900.0,3555000.0,1958904,297260900.0,189,291486662,5
West Bengal,COOCH BEHAR,1,BJP,1,11,33.0,SC,3,9629810.0,0.0,1814200,9629810.0,173,288147109,4
West Bengal,COOCH BEHAR,0,AITC,1,0,66.0,SC,6,41775148.0,4120964.0,1814200,37654184.0,173,288147109,4
West Bengal,COOCH BEHAR,0,AIFB,1,2,61.0,SC,8,4644800.0,400000.0,1814200,4244800.0,173,288147109,4
West Bengal,COOCH BEHAR,0,INC,0,0,38.0,SC,8,7263933.0,547297.0,1814200,6716636.0,173,288147109,4
Tamil Nadu,CUDDALORE,1,DMK,1,0,48.0,GENERAL,7,423378552.0,102828604.0,1364038,320549948.0,189,291486662,5
Tamil Nadu,CUDDALORE,0,PMK,1,1,69.0,GENERAL,8,254147934.0,1065600.0,1364038,253082334.0,189,291486662,5
Tamil Nadu,CUDDALORE,0,IND,1,0,49.0,GENERAL,4,10008914.0,1700000.0,1364038,8308914.0,189,291486662,5
Tamil Nadu,CUDDALORE,0,NTK,0,0,40.0,GENERAL,7,640737.0,0.0,1364038,640737.0,189,291486662,5
Tamil Nadu,CUDDALORE,0,MNM,1,0,44.0,GENERAL,8,88267747.0,0.0,1364038,88267747.0,189,291486662,5
Odisha,CUTTACK,1,BJD,1,0,62.0,GENERAL,8,106894976.0,0.0,1518996,106894976.0,73,112683114,3
Odisha,CUTTACK,0,BJP,1,0,63.0,GENERAL,8,93102541.0,0.0,1518996,93102541.0,73,112683114,3
Odisha,CUTTACK,0,INC,1,1,67.0,GENERAL,8,8739577.0,152000.0,1518996,8587577.0,73,112683114,3
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,1,IND,1,0,56.0,ST,7,708885980.0,37268162.0,250029,671617818.0,6,1500174,6
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,0,BJP,1,6,46.0,ST,2,496942663.0,215617501.0,250029,281325162.0,6,1500174,6
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,0,INC,1,1,40.0,ST,6,5430633.0,0.0,250029,5430633.0,6,1500174,6
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,0,SHS,0,0,35.0,ST,7,46486347.0,12206998.0,250029,34279349.0,6,1500174,6
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,0,IND,1,0,33.0,ST,7,20095.0,0.0,250029,20095.0,6,1500174,6
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI,0,IND,1,0,31.0,ST,6,168959.0,84060.0,250029,84899.0,6,1500174,6
Gujarat,DAHOD,1,BJP,1,0,52.0,ST,7,27070480.0,0.0,1598939,27070480.0,69,119028011,4
Gujarat,DAHOD,0,INC,1,1,58.0,ST,7,48020539.0,2490502.0,1598939,45530037.0,69,119028011,4
Gujarat,DAHOD,0,BSP,1,0,64.0,ST,4,71845.0,0.0,1598939,71845.0,69,119028011,4
Gujarat,DAHOD,0,IND,1,0,51.0,ST,7,0.0,0.0,1598939,0.0,69,119028011,4
Karnataka,DAKSHINA KANNADA,1,BJP,1,4,52.0,GENERAL,4,14678300.0,4450945.0,1724976,10227355.0,72,131214920,3
Karnataka,DAKSHINA KANNADA,0,INC,1,1,34.0,GENERAL,7,32963608.0,14804098.0,1724976,18159510.0,72,131214920,3
Karnataka,DAKSHINA KANNADA,0,SDPI,1,1,57.0,GENERAL,6,501640.0,0.0,1724976,501640.0,72,131214920,3
Daman & Diu,DAMAN & DIU,1,BJP,1,0,63.0,GENERAL,3,213993750.0,9969514.0,121740,204024236.0,3,365220,3
Daman & Diu,DAMAN & DIU,0,INC,1,5,44.0,GENERAL,5,173222574.0,43113473.0,121740,130109101.0,3,365220,3
Daman & Diu,DAMAN & DIU,0,IND,1,8,42.0,GENERAL,7,2698150.0,0.0,121740,2698150.0,3,365220,3
Madhya Pradesh,DAMOH,1,BJP,1,0,59.0,GENERAL,7,43292483.0,4230614.0,1768777,39061869.0,93,165541098,3
Madhya Pradesh,DAMOH,0,INC,1,0,57.0,GENERAL,4,23844753.0,120000.0,1768777,23724753.0,93,165541098,3
Madhya Pradesh,DAMOH,0,BSP,1,0,34.0,GENERAL,3,2188000.0,0.0,1768777,2188000.0,93,165541098,3
Bihar,DARBHANGA,1,BJP,1,0,49.0,GENERAL,8,19301808.0,1039660.0,1654811,18262148.0,218,384468939,4
Bihar,DARBHANGA,0,RJD,1,0,67.0,GENERAL,6,21127716.0,911152.0,1654811,20216564.0,218,384468939,4
Bihar,DARBHANGA,0,IND,1,0,58.0,GENERAL,1,574658.0,0.0,1654811,574658.0,218,384468939,4
Bihar,DARBHANGA,0,BSP,1,1,64.0,GENERAL,1,7761074.0,120000.0,1654811,7641074.0,218,384468939,4
West Bengal,DARJEELING,1,BJP,1,0,33.0,GENERAL,7,151106062.0,27428941.0,1611317,123677121.0,173,288147109,5
West Bengal,DARJEELING,0,AITC,1,2,71.0,GENERAL,8,17051116.0,120000.0,1611317,16931116.0,173,288147109,5
West Bengal,DARJEELING,0,INC,1,2,65.0,SC,7,36563205.0,0.0,1611317,36563205.0,173,288147109,5
West Bengal,DARJEELING,0,CPI(M),1,7,46.0,GENERAL,7,2994408.0,0.0,1611317,2994408.0,173,288147109,5
West Bengal,DARJEELING,0,IND,1,0,49.0,GENERAL,6,3775000.0,0.0,1611317,3775000.0,173,288147109,5
Rajasthan,DAUSA,1,BJP,0,0,71.0,ST,8,143742564.0,5825431.0,1730289,137917133.0,74,144688084,3
Rajasthan,DAUSA,0,INC,0,0,54.0,ST,6,111123791.0,1432480.0,1730289,109691311.0,74,144688084,3
Rajasthan,DAUSA,0,BSP,1,0,36.0,ST,8,1000.0,0.0,1730289,1000.0,74,144688084,3
Karnataka,DAVANAGERE,1,BJP,1,0,67.0,GENERAL,4,380164932.0,14670809.0,1633064,365494123.0,72,131214920,2
Karnataka,DAVANAGERE,0,INC,1,0,51.0,GENERAL,4,30895000.0,1412482.0,1633064,29482518.0,72,131214920,2
Uttar Pradesh,DEORIA,1,BJP,1,1,69.0,GENERAL,7,29451678.0,9310684.0,1754195,20140994.0,251,458868319,3
Uttar Pradesh,DEORIA,0,BSP,1,0,56.0,GENERAL,5,0.0,0.0,1754195,0.0,251,458868319,3
Uttar Pradesh,DEORIA,0,INC,1,0,57.0,GENERAL,5,0.0,0.0,1754195,0.0,251,458868319,3
Madhya Pradesh,DEWAS,1,BJP,1,0,35.0,SC,7,3812464.0,1832631.0,1760503,1979833.0,93,165541098,3
Madhya Pradesh,DEWAS,0,INC,1,0,65.0,SC,8,12898376.0,810000.0,1760503,12088376.0,93,165541098,3
Madhya Pradesh,DEWAS,0,BSP,1,0,43.0,SC,8,7165222.0,402000.0,1760503,6763222.0,93,165541098,3
Jharkhand,DHANBAD,1,BJP,1,0,69.0,GENERAL,7,27286918.0,0.0,2072634,27286918.0,65,100839587,2
Jharkhand,DHANBAD,0,INC,1,4,58.0,GENERAL,7,84026755.0,5147300.0,2072634,78879455.0,65,100839587,2
Madhya Pradesh,DHAR,1,BJP,1,1,65.0,ST,8,23198238.0,2471613.0,1786151,20726625.0,93,165541098,3
Madhya Pradesh,DHAR,0,INC,1,0,38.0,ST,7,53425064.0,4484036.0,1786151,48941028.0,93,165541098,3
Madhya Pradesh,DHAR,0,BSP,1,0,61.0,ST,8,11919939.0,1400000.0,1786151,10519939.0,93,165541098,3
Tamil Nadu,DHARMAPURI,1,DMK,1,1,41.0,GENERAL,8,48477451.0,6053502.0,1485804,42423949.0,189,291486662,5
Tamil Nadu,DHARMAPURI,0,PMK,1,12,50.0,GENERAL,7,338535112.0,72681681.0,1485804,265853431.0,189,291486662,5
Tamil Nadu,DHARMAPURI,0,IND,1,4,57.0,GENERAL,8,48079072.0,5306342.0,1485804,42772730.0,189,291486662,5
Tamil Nadu,DHARMAPURI,0,NTK,0,0,30.0,GENERAL,8,1378000.0,0.0,1485804,1378000.0,189,291486662,5
Tamil Nadu,DHARMAPURI,0,MNM,1,1,43.0,GENERAL,8,16426500.0,5394587.0,1485804,11031913.0,189,291486662,5
Karnataka,DHARWAD,1,BJP,1,1,56.0,GENERAL,7,111384447.0,51736254.0,1727311,59648193.0,72,131214920,2
Karnataka,DHARWAD,0,INC,1,0,52.0,GENERAL,6,197860927.0,0.0,1727311,197860927.0,72,131214920,2
Uttar Pradesh,DHAURAHRA,1,BJP,0,3,45.0,GENERAL,6,24735488.0,7095916.0,1644674,17639572.0,251,458868319,3
Uttar Pradesh,DHAURAHRA,0,BSP,1,7,63.0,GENERAL,4,524986176.0,176677024.0,1644674,348309152.0,251,458868319,3
Uttar Pradesh,DHAURAHRA,0,INC,1,0,42.0,GENERAL,8,121801005.0,0.0,1644674,121801005.0,251,458868319,3
Odisha,DHENKANAL,1,BJD,1,1,58.0,SC,6,14529286.0,0.0,1504403,14529286.0,73,112683114,3
Odisha,DHENKANAL,0,BJP,1,7,59.0,GENERAL,7,3628704.0,0.0,1504403,3628704.0,73,112683114,3
Odisha,DHENKANAL,0,INC,1,0,77.0,GENERAL,6,154100240.0,0.0,1504403,154100240.0,73,112683114,3
Assam,DHUBRI,1,AIUDF,1,7,63.0,GENERAL,8,788064044.0,10159381.0,1858566,777904663.0,44,68675245,3
Assam,DHUBRI,0,INC,1,1,52.0,GENERAL,8,37395652.0,2210543.0,1858566,35185109.0,44,68675245,3
Assam,DHUBRI,0,AGP,1,0,50.0,GENERAL,7,12133685.0,1391293.0,1858566,10742392.0,44,68675245,3
Maharashtra,DHULE,1,BJP,1,2,66.0,GENERAL,8,158651112.0,1000000.0,1908173,157651112.0,175,321123079,3
Maharashtra,DHULE,0,INC,1,1,45.0,GENERAL,7,420966036.0,585784500.0,1908173,-164818464.0,175,321123079,3
Maharashtra,DHULE,0,VBA,1,1,46.0,GENERAL,2,117652383.0,0.0,1908173,117652383.0,175,321123079,3
West Bengal,DIAMOND HARBOUR,1,AITC,1,0,31.0,GENERAL,7,13794320.0,0.0,1719190,13794320.0,173,288147109,4
West Bengal,DIAMOND HARBOUR,0,BJP,1,4,43.0,GENERAL,8,4559455.0,935601.0,1719190,3623854.0,173,288147109,4
West Bengal,DIAMOND HARBOUR,0,CPI(M),1,0,48.0,GENERAL,7,36020256.0,0.0,1719190,36020256.0,173,288147109,4
West Bengal,DIAMOND HARBOUR,0,INC,1,0,49.0,GENERAL,8,12534000.0,500000.0,1719190,12034000.0,173,288147109,4
Assam,DIBRUGARH,1,BJP,1,0,48.0,GENERAL,4,4370067.0,0.0,1314319,4370067.0,44,68675245,2
Assam,DIBRUGARH,0,INC,1,0,67.0,GENERAL,7,57488181.0,0.0,1314319,57488181.0,44,68675245,2
Tamil Nadu,DINDIGUL,1,DMK,1,0,52.0,GENERAL,0,148076407.0,31474526.0,1541881,116601881.0,189,291486662,5
Tamil Nadu,DINDIGUL,0,PMK,1,0,48.0,GENERAL,5,0.0,0.0,1541881,0.0,189,291486662,5
Tamil Nadu,DINDIGUL,0,IND,1,1,42.0,GENERAL,8,38770497.0,8000000.0,1541881,30770497.0,189,291486662,5
Tamil Nadu,DINDIGUL,0,NTK,1,0,56.0,GENERAL,5,0.0,0.0,1541881,0.0,189,291486662,5
Tamil Nadu,DINDIGUL,0,MNM,1,0,52.0,GENERAL,7,58904398.0,25302234.0,1541881,33602164.0,189,291486662,5
Maharashtra,DINDORI,1,BJP,0,0,40.0,ST,7,122885349.0,1449572.0,1732936,121435777.0,175,321123079,4
Maharashtra,DINDORI,0,NCP,1,1,44.0,ST,6,11989452.0,12518538.0,1732936,-529086.0,175,321123079,4
Maharashtra,DINDORI,0,CPI(M),1,7,70.0,ST,7,22228892.0,683365.0,1732936,21545527.0,175,321123079,4
Maharashtra,DINDORI,0,VBA,1,0,53.0,ST,4,3360369.0,220000.0,1732936,3140369.0,175,321123079,4
Uttar Pradesh,DOMARIYAGANJ,1,BJP,1,3,68.0,GENERAL,8,103366710.0,2838478.0,1885433,100528232.0,251,458868319,3
Uttar Pradesh,DOMARIYAGANJ,0,BSP,1,3,37.0,GENERAL,7,63242772.0,19391778.0,1885433,43850994.0,251,458868319,3
Uttar Pradesh,DOMARIYAGANJ,0,INC,1,0,37.0,GENERAL,8,64076173.0,24438446.0,1885433,39637727.0,251,458868319,3
West Bengal,DUM DUM,1,AITC,1,1,71.0,GENERAL,8,42518790.0,0.0,1566196,42518790.0,173,288147109,4
West Bengal,DUM DUM,0,BJP,1,2,53.0,SC,7,706493.0,0.0,1566196,706493.0,173,288147109,4
West Bengal,DUM DUM,0,CPI(M),1,2,67.0,GENERAL,7,7743732.0,0.0,1566196,7743732.0,173,288147109,4
West Bengal,DUM DUM,0,INC,1,1,37.0,GENERAL,7,12367000.0,5296000.0,1566196,7071000.0,173,288147109,4
Jharkhand,DUMKA,1,BJP,1,0,39.0,ST,6,4737559.0,685516.0,1397253,4052043.0,65,100839587,6
Jharkhand,DUMKA,0,JMM,1,0,72.0,ST,4,72593962.0,14999229.0,1397253,57594733.0,65,100839587,6
Jharkhand,DUMKA,0,IND,1,0,60.0,ST,7,3010115.0,0.0,1397253,3010115.0,65,100839587,6
Jharkhand,DUMKA,0,CPI(M),1,0,45.0,ST,4,2468599.0,341860.0,1397253,2126739.0,65,100839587,6
Jharkhand,DUMKA,0,AITC,1,0,44.0,ST,4,1566773.0,8000.0,1397253,1558773.0,65,100839587,6
Jharkhand,DUMKA,0,IND,1,0,45.0,ST,3,47000.0,0.0,1397253,47000.0,65,100839587,6
Chhattisgarh,DURG,1,BJP,1,0,59.0,GENERAL,7,34429027.0,8748686.0,1940269,25680341.0,38,63568103,3
Chhattisgarh,DURG,0,INC,0,0,61.0,GENERAL,6,54656426.0,878370.0,1940269,53778056.0,38,63568103,3
Chhattisgarh,DURG,0,BSP,0,0,25.0,GENERAL,8,5448306.0,2900000.0,1940269,2548306.0,38,63568103,3
NCT OF Delhi,EAST DELHI,1,BJP,1,1,37.0,GENERAL,6,1471587789.0,342035860.0,2039302,1129551929.0,24,49380204,4
NCT OF Delhi,EAST DELHI,0,INC,1,0,50.0,GENERAL,7,50452066.0,0.0,2039302,50452066.0,24,49380204,4
NCT OF Delhi,EAST DELHI,0,AAP,0,1,37.0,GENERAL,8,12012824.0,0.0,2039302,12012824.0,24,49380204,4
NCT OF Delhi,EAST DELHI,0,BSP,1,0,48.0,SC,6,4693400.0,845000.0,2039302,3848400.0,24,49380204,4
Andhra Pradesh,ELURU,1,YSRCP,1,0,46.0,GENERAL,7,462808829.0,33560974.0,1594950,429247855.0,101,159256762,4
Andhra Pradesh,ELURU,0,TDP,1,1,59.0,GENERAL,4,199762023.0,33303902.0,1594950,166458121.0,101,159256762,4
Andhra Pradesh,ELURU,0,JnP,1,0,71.0,GENERAL,5,0.0,0.0,1594950,0.0,101,159256762,4
Andhra Pradesh,ELURU,0,INC,1,0,55.0,GENERAL,7,69600598.0,2402881.0,1594950,67197717.0,101,159256762,4
Kerala,ERNAKULAM,1,INC,1,7,35.0,GENERAL,7,7908467.0,200000.0,1245972,7708467.0,63,82698658,3
Kerala,ERNAKULAM,0,CPI(M),1,6,51.0,GENERAL,7,48174090.0,1629133.0,1245972,46544957.0,63,82698658,3
Kerala,ERNAKULAM,0,BJP,1,1,65.0,GENERAL,7,115836275.0,0.0,1245972,115836275.0,63,82698658,3
Tamil Nadu,ERODE,1,DMK,1,0,72.0,GENERAL,7,43110000.0,2060000.0,1462246,41050000.0,189,291486662,5
Tamil Nadu,ERODE,0,AIADMK,1,0,52.0,GENERAL,6,77573699.0,29371716.0,1462246,48201983.0,189,291486662,5
Tamil Nadu,ERODE,0,MNM,1,0,43.0,GENERAL,5,11919500.0,3257200.0,1462246,8662300.0,189,291486662,5
Tamil Nadu,ERODE,0,NTK,0,2,43.0,GENERAL,8,10895377.0,0.0,1462246,10895377.0,189,291486662,5
Tamil Nadu,ERODE,0,IND,1,0,41.0,GENERAL,7,27500000.0,7900000.0,1462246,19600000.0,189,291486662,5
Uttar Pradesh,ETAH,1,BJP,1,0,58.0,GENERAL,7,383629735.0,100220000.0,1621295,283409735.0,251,458868319,2
Uttar Pradesh,ETAH,0,SP,1,0,70.0,GENERAL,9,2046415655.0,53156203.0,1621295,1993259452.0,251,458868319,2
Uttar Pradesh,ETAWAH,0,BJP,1,12,54.0,SC,9,15154538.0,7304616.0,1757984,7849922.0,251,458868319,3
Uttar Pradesh,ETAWAH,0,SP,1,0,35.0,SC,7,11207526.0,2190246.0,1757984,9017280.0,251,458868319,3
Uttar Pradesh,ETAWAH,0,INC,1,0,45.0,SC,7,24398780.0,1900000.0,1757984,22498780.0,251,458868319,3
Uttar Pradesh,FAIZABAD,1,BJP,1,1,64.0,GENERAL,8,31884642.0,11276478.0,1821785,20608164.0,251,458868319,3
Uttar Pradesh,FAIZABAD,0,SP,1,8,55.0,GENERAL,6,43920899.0,1560431.0,1821785,42360468.0,251,458868319,3
Uttar Pradesh,FAIZABAD,0,INC,1,3,68.0,GENERAL,9,14459169.0,409256.0,1821785,14049913.0,251,458868319,3
Haryana,FARIDABAD,1,BJP,1,0,62.0,GENERAL,7,369652786.0,105593242.0,2071816,264059544.0,41,73370373,3
Haryana,FARIDABAD,0,INC,1,1,62.0,GENERAL,3,120803457.0,0.0,2071816,120803457.0,41,73370373,3
Haryana,FARIDABAD,0,BSP,1,0,43.0,GENERAL,4,69370850.0,2600000.0,2071816,66770850.0,41,73370373,3
Punjab,FARIDKOT,1,INC,1,0,78.0,SC,2,19793884.0,311043.0,1541971,19482841.0,53,85100123,4
Punjab,FARIDKOT,0,SAD,1,1,61.0,SC,1,82957653.0,0.0,1541971,82957653.0,53,85100123,4
Punjab,FARIDKOT,0,AAP,1,0,78.0,SC,8,15138283.0,3500000.0,1541971,11638283.0,53,85100123,4
Punjab,FARIDKOT,0,PUNEKP,1,0,61.0,SC,6,7513896.0,1510708.0,1541971,6003188.0,53,85100123,4
Uttar Pradesh,FARRUKHABAD,1,BJP,1,0,50.0,GENERAL,7,74964501.0,388246.0,1708585,74576255.0,251,458868319,3
Uttar Pradesh,FARRUKHABAD,0,BSP,1,2,54.0,GENERAL,7,547843588.0,174106490.0,1708585,373737098.0,251,458868319,3
Uttar Pradesh,FARRUKHABAD,0,INC,1,1,66.0,GENERAL,8,384280845.0,0.0,1708585,384280845.0,251,458868319,3
Punjab,FATEHGARH SAHIB,1,INC,1,0,65.0,SC,8,32808836.0,0.0,1502861,32808836.0,53,85100123,4
Punjab,FATEHGARH SAHIB,0,SAD,1,1,66.0,SC,8,40931745.0,21054000.0,1502861,19877745.0,53,85100123,4
Punjab,FATEHGARH SAHIB,0,LIP,1,0,44.0,SC,8,7689077.0,4479598.0,1502861,3209479.0,53,85100123,4
Punjab,FATEHGARH SAHIB,0,AAP,1,0,35.0,SC,6,5069771.0,0.0,1502861,5069771.0,53,85100123,4
Uttar Pradesh,FATEHPUR,1,BJP,0,0,52.0,GENERAL,6,10667372.0,910148.0,1839312,9757224.0,251,458868319,3
Uttar Pradesh,FATEHPUR,0,BSP,1,0,62.0,GENERAL,3,74544921.0,4500729.0,1839312,70044192.0,251,458868319,3
Uttar Pradesh,FATEHPUR,0,INC,1,8,63.0,GENERAL,8,350670770.0,67794880.0,1839312,282875890.0,251,458868319,3
Uttar Pradesh,FATEHPUR SIKRI,1,BJP,1,3,52.0,GENERAL,7,14854247.0,356404.0,1718837,14497843.0,251,458868319,3
Uttar Pradesh,FATEHPUR SIKRI,0,INC,1,4,68.0,GENERAL,7,182861705.0,12294927.0,1718837,170566778.0,251,458868319,3
Uttar Pradesh,FATEHPUR SIKRI,0,BSP,1,6,44.0,GENERAL,4,13718806.0,0.0,1718837,13718806.0,251,458868319,3
Uttar Pradesh,FIROZABAD,1,BJP,1,0,68.0,GENERAL,7,42872395.0,0.0,1790510,42872395.0,251,458868319,3
Uttar Pradesh,FIROZABAD,0,SP,1,0,32.0,GENERAL,7,321157801.0,50358593.0,1790510,270799208.0,251,458868319,3
Uttar Pradesh,FIROZABAD,0,PSPL,1,0,64.0,GENERAL,7,99833148.0,12918796.0,1790510,86914352.0,251,458868319,3
Punjab,FIROZPUR,1,SAD,1,4,56.0,GENERAL,8,2179919870.0,954852600.0,1618419,1225067270.0,53,85100123,4
Punjab,FIROZPUR,0,INC,1,0,56.0,SC,4,85822451.0,11350390.0,1618419,74472061.0,53,85100123,4
Punjab,FIROZPUR,0,AAP,1,0,49.0,GENERAL,7,6122270.0,200000.0,1618419,5922270.0,53,85100123,4
Punjab,FIROZPUR,0,CPI(M),1,2,54.0,GENERAL,6,2850000.0,0.0,1618419,2850000.0,53,85100123,4
Maharashtra,GADCHIROLI-CHIMUR,1,BJP,1,0,55.0,ST,6,50136369.0,15682840.0,1581366,34453529.0,175,321123079,5
Maharashtra,GADCHIROLI-CHIMUR,0,INC,1,0,48.0,ST,8,16211186.0,2153155.0,1581366,14058031.0,175,321123079,5
Maharashtra,GADCHIROLI-CHIMUR,0,VBA,1,0,66.0,ST,8,10709012.0,600000.0,1581366,10109012.0,175,321123079,5
Maharashtra,GADCHIROLI-CHIMUR,0,BSP,1,0,44.0,ST,6,5010301.0,0.0,1581366,5010301.0,175,321123079,5
Maharashtra,GADCHIROLI-CHIMUR,0,APoI,1,0,59.0,ST,7,4892338.0,550000.0,1581366,4342338.0,175,321123079,5
Gujarat,GANDHINAGAR,1,BJP,1,4,54.0,GENERAL,6,403275307.0,4769587.0,1945772,398505720.0,69,119028011,2
Gujarat,GANDHINAGAR,0,INC,1,0,61.0,GENERAL,7,120468223.0,19223728.0,1945772,101244495.0,69,119028011,2
Rajasthan,GANGANAGAR,1,BJP,1,0,48.0,SC,7,21014362.0,3631287.0,1943486,17383075.0,74,144688084,3
Rajasthan,GANGANAGAR,0,INC,1,0,63.0,SC,7,8701890.0,4470443.0,1943486,4231447.0,74,144688084,3
Rajasthan,GANGANAGAR,0,CPI(M),1,0,74.0,SC,1,8282084.0,0.0,1943486,8282084.0,74,144688084,3
Uttarakhand,GARHWAL,1,BJP,1,0,55.0,GENERAL,8,15032657.0,3500000.0,1355796,11532657.0,14,22213158,2
Uttarakhand,GARHWAL,0,INC,1,0,50.0,GENERAL,8,79462193.0,5560112.0,1355796,73902081.0,14,22213158,2
Assam,GAUHATI,1,BJP,0,0,67.0,GENERAL,7,630219570.0,34034178.0,2181319,596185392.0,44,68675245,3
Assam,GAUHATI,0,INC,0,0,52.0,GENERAL,8,162399812.0,17591733.0,2181319,144808079.0,44,68675245,3
Assam,GAUHATI,0,IND,1,0,53.0,GENERAL,7,64530377.0,2602358.0,2181319,61928019.0,44,68675245,3
Uttar Pradesh,GAUTAM BUDDHA NAGAR,1,BJP,1,0,59.0,GENERAL,7,478759568.0,43863749.0,2302960,434895819.0,251,458868319,3
Uttar Pradesh,GAUTAM BUDDHA NAGAR,0,BSP,1,1,42.0,GENERAL,3,53581678.0,7070674.0,2302960,46511004.0,251,458868319,3
Uttar Pradesh,GAUTAM BUDDHA NAGAR,0,INC,1,0,30.0,GENERAL,9,99690439.0,35329571.0,2302960,64360868.0,251,458868319,3
